id,long_start,lat_start,long_end,lat_end,year
ground_1251,117.9427222,4.6285,117.9298333,4.628138889,2002
ground_1252,117.9436944,4.611055556,117.9455556,4.611055556,2002
ground_1253,117.9443889,4.632027778,117.9445556,4.64425,2002
ground_1254,116.9831667,4.363916667,116.9832222,4.3555,2002
ground_1255,116.9885,4.361527778,NA,NA,2002
ground_1256,117.3783333,4.846388889,117.3783333,4.846388889,2003
ground_1257,117.3645833,4.849861111,NA,NA,2003
ground_1258,117.3575,4.826888889,NA,NA,2003
ground_1259,117.3646667,4.862305556,117.3646667,4.862305556,2003
ground_1260,117.3635833,4.873,117.3635833,4.873,2003
ground_1261,117.3604167,4.83625,NA,NA,2003
ground_1262,117.3615278,4.841916667,117.3503889,4.84275,2003
ground_1263,117.3996944,4.834888889,NA,NA,2003
ground_1264,117.2113889,4.756666667,117.2091667,4.770277778,2002
ground_1265,118.3671389,5.648527778,NA,NA,2002
ground_1266,118.3671389,5.648527778,NA,NA,2002
ground_1267,118.3877778,5.625,NA,NA,2002
ground_1268,118.3583333,5.625,NA,NA,2002
ground_1269,118.3583333,5.625,NA,NA,2001
ground_1270,118.375,5.625,NA,NA,2001
ground_1271,118.4239722,5.640666667,NA,NA,2001
ground_1272,118.4239722,5.640666667,NA,NA,2001
ground_1273,118.3972222,5.633333333,NA,NA,2002
ground_1274,118.3833333,5.620277778,NA,NA,2002
ground_1275,118.3558333,5.6215,NA,NA,2001
ground_1276,118.3558333,5.6215,NA,NA,2001
ground_1277,118.3633056,5.635944444,NA,NA,2001
ground_1278,118.3550556,5.642583333,NA,NA,2001
ground_1279,118.3653056,5.65625,NA,NA,2001
ground_1280,118.3025,5.496861111,NA,NA,2001
ground_1281,118.3025,5.496861111,NA,NA,2001
ground_1282,118.3008333,5.538888889,NA,NA,2001
ground_1283,118.2936111,5.524444444,NA,NA,2001
ground_1284,118.2404167,5.478472222,NA,NA,2001
ground_1285,118.2363333,5.469416667,NA,NA,2001
ground_1286,118.2495556,5.459611111,NA,NA,2001
ground_1287,118.2495556,5.459611111,NA,NA,2001
ground_1288,118.2495556,5.459611111,NA,NA,2001
ground_1289,118.2546111,5.474916667,NA,NA,2001
ground_1290,118.2546111,5.474916667,NA,NA,2001
ground_1291,118.1047222,5.441666667,NA,NA,2001
ground_1292,118.1041667,5.458611111,NA,NA,2001
ground_1293,118.1036111,5.461111111,NA,NA,2001
ground_1294,118.1036111,5.461111111,NA,NA,2001
ground_1295,118.1094444,5.462777778,NA,NA,2001
ground_1296,118.1094444,5.462777778,NA,NA,2001
ground_1297,118.1166667,5.462222222,NA,NA,2001
ground_1298,118.1617778,5.459333333,NA,NA,2001
ground_1299,118.1617778,5.459333333,NA,NA,2001
ground_1300,118.1515556,5.4795,NA,NA,2001
ground_1301,118.1474444,5.471472222,NA,NA,2001
ground_1302,118.1619167,5.459666667,NA,NA,2001
ground_1303,118.1878056,5.476916667,NA,NA,2001
ground_1304,118.1795556,5.4545,NA,NA,2001
ground_1305,118.1857778,5.4585,NA,NA,2001
ground_1306,118.1674722,5.457944444,NA,NA,2001
ground_1307,118.0827222,5.465388889,NA,NA,2001
ground_1308,118.0776667,5.412611111,NA,NA,2001
ground_1309,118.1094444,5.462777778,NA,NA,2001
ground_1310,118.1213889,5.441666667,NA,NA,2001
ground_1311,118.0086667,5.404555556,NA,NA,2001
ground_1312,118.0040556,5.405944444,NA,NA,2001
ground_1313,117.9980556,5.405166667,NA,NA,2001
ground_1314,118.0098333,5.399527778,NA,NA,2001
ground_1315,117.9910833,5.404611111,NA,NA,2001
ground_1316,117.9782778,5.403666667,NA,NA,2001
ground_1317,117.9788056,5.411222222,NA,NA,2001
ground_1318,118.0717222,5.402833333,NA,NA,2001
ground_1319,118.07175,5.395277778,NA,NA,2001
ground_1320,118.0556667,5.415611111,NA,NA,2001
ground_1321,118.0441111,5.412277778,NA,NA,2001
ground_1322,118.0391389,5.421138889,NA,NA,2001
ground_1323,117.9898889,5.405416667,NA,NA,2001
ground_1324,117.9854444,5.411722222,NA,NA,2001
ground_1325,117.9988889,5.406138889,NA,NA,2001
ground_1326,117.9988889,5.406138889,NA,NA,2001
ground_1327,118.0137778,5.398305556,NA,NA,2001
ground_1328,118.0137778,5.398305556,NA,NA,2001
ground_1329,117.9132778,5.500277778,NA,NA,2001
ground_1330,117.9132778,5.500277778,NA,NA,2001
ground_1331,117.9132778,5.500277778,NA,NA,2001
ground_1332,117.9132778,5.500277778,NA,NA,2001
ground_1333,117.7989167,5.46825,NA,NA,2001
ground_1334,117.7989167,5.46825,NA,NA,2001
ground_1335,117.7929444,5.451722222,NA,NA,2001
ground_1336,117.7886667,5.458916667,NA,NA,2001
ground_1337,117.8492778,5.477166667,NA,NA,2001
ground_1338,117.8255278,5.482722222,NA,NA,2001
ground_1339,117.8130833,5.483361111,NA,NA,2001
ground_1340,117.7990833,5.463194444,NA,NA,2001
ground_1341,117.6993056,5.441583333,NA,NA,2001
ground_1342,117.6993056,5.441583333,NA,NA,2001
ground_1343,117.6993056,5.441583333,NA,NA,2001
ground_1344,117.6993056,5.441583333,NA,NA,2001
ground_1345,117.6993056,5.441583333,NA,NA,2001
ground_1346,117.6931111,5.440222222,NA,NA,2001
ground_1347,117.7007222,5.433166667,NA,NA,2001
ground_1348,117.7143889,5.437083333,NA,NA,2001
ground_1349,117.6929167,5.4515,NA,NA,2001
ground_1350,118.0245556,5.411166667,NA,NA,2001
ground_1353,112.1195308,-1.255777146,NA,NA,2010
ground_1354,112.1195308,-1.255777146,NA,NA,2010
ground_1355,112.1195308,-1.255777146,NA,NA,2010
ground_1356,112.101444,-1.266277762,NA,NA,2010
ground_1357,112.101444,-1.266277762,NA,NA,2010
ground_1358,112.1083576,-1.411718384,NA,NA,2009
ground_1359,112.1083576,-1.411718384,NA,NA,2009
ground_1360,112.1083576,-1.411718384,NA,NA,2009
ground_1361,112.1083576,-1.411718384,NA,NA,2009
ground_1362,112.1083576,-1.411718384,NA,NA,2009
ground_1363,112.1083576,-1.411718384,NA,NA,2009
ground_1364,112.1440322,-1.341309321,NA,NA,2009
ground_1365,112.1440322,-1.341309321,NA,NA,2009
ground_1366,112.1440322,-1.341309321,NA,NA,2009
ground_1367,116.2477569,0.313154606,NA,NA,2010
ground_1368,116.2549012,0.309120363,NA,NA,2010
ground_1369,116.4111912,0.290529962,NA,NA,2010
ground_1370,116.4109854,0.274010439,NA,NA,2010
ground_1371,116.4109768,0.264592688,NA,NA,2010
ground_1372,116.3925926,0.222497034,NA,NA,2010
ground_1373,116.3834902,0.205913897,NA,NA,2010
ground_1374,116.3559025,0.201561318,NA,NA,2010
ground_1375,116.3193357,0.244232962,NA,NA,2011
ground_1376,116.3358542,0.204220238,NA,NA,2011
ground_1377,116.2827074,0.257629056,NA,NA,2010
ground_1378,116.2091526,0.315386217,NA,NA,2010
ground_1379,116.2184337,0.334873005,NA,NA,2010
ground_1380,116.3890579,0.289406976,NA,NA,2010
ground_1381,116.3969484,0.278650748,NA,NA,2010
ground_1382,116.4035718,0.270861777,NA,NA,2010
ground_1383,116.3723989,0.257127202,NA,NA,2010
ground_1384,116.3759219,0.248587224,NA,NA,2010
ground_1385,116.3190464,0.278203187,NA,NA,2010
ground_1386,111.74375,-2.153963617,NA,NA,2014
ground_1387,111.7626754,-2.128959056,NA,NA,2014
ground_1388,111.7626754,-2.128959056,NA,NA,2014
ground_1389,111.7177739,-2.140505946,NA,NA,2014
ground_1390,111.895051,-2.009397722,NA,NA,2014
ground_1391,111.813611,-2.032644285,NA,NA,2014
ground_1392,111.74375,-2.153963617,NA,NA,2014
ground_1393,111.7626754,-2.128959056,NA,NA,2014
ground_1394,111.7626754,-2.128959056,NA,NA,2014
ground_1395,111.7177739,-2.140505946,NA,NA,2014
ground_1396,111.6356303,-2.165927237,NA,NA,2014
ground_1397,111.895051,-2.009397722,NA,NA,2014
ground_1398,111.813611,-2.032644285,NA,NA,2014
ground_1399,111.8552347,-1.985582464,NA,NA,2014
ground_1400,111.8387494,-1.976499498,NA,NA,2014
ground_1401,110.1315275,-1.383108322,110.1178743,-1.38294947,2013
ground_1402,110.1336415,-1.378323649,110.1115303,-1.37838782,2013
ground_1403,110.1327531,-1.374225386,110.1163224,-1.374599266,2013
ground_1404,110.1302108,-1.370497416,110.1131331,-1.370427791,2013
ground_1405,113.0481452,-1.762019736,113.0567443,-1.762299524,2013
ground_1406,112.9954646,-1.71111816,112.998944,-1.704505032,2013
ground_1407,113.0183759,-1.727350817,113.0152053,-1.719976251,2013
ground_1408,113.0322629,-1.757073452,113.0581414,-1.75817511,2013
ground_1409,113.7381655,-1.515677601,113.7293206,-1.515625585,2010
ground_1410,113.7367665,-1.524228266,NA,NA,2010
ground_1411,113.7372418,-1.509470445,NA,NA,2010
ground_1412,113.7450284,-1.510554016,NA,NA,2010
ground_1413,113.7450894,-1.51624713,113.7543743,-1.516289476,2010
ground_1414,113.7377857,-1.50639722,113.7474217,-1.507171209,2010
ground_1415,113.7351681,-1.531324267,NA,NA,2010
ground_1416,113.0741365,-2.251818543,113.081283,-2.252739538,2010
ground_1417,113.0744712,-2.240597906,113.0817784,-2.240741178,2010
ground_1418,113.0739909,-2.244151792,113.0811371,-2.244882958,2010
ground_1419,113.0729462,-2.261756559,113.0759498,-2.26294568,2010
ground_1420,113.0731975,-2.255128977,113.074861,-2.261979837,2010
ground_1421,113.1112323,-2.52505615,113.1112271,-2.52183757,2010
ground_1422,113.1111612,-2.52555352,NA,NA,2010
ground_1423,113.111044,-2.525327687,113.1038086,-2.525972358,2010
ground_1424,113.1154489,-2.530998203,113.115437,-2.523611764,2010
ground_1425,113.1154941,-2.531115662,113.1152837,-2.534406914,2010
ground_1426,113.1214176,-2.525310701,NA,NA,2010
ground_1428,111.3178594,-1.727878242,111.3268501,-1.727876707,2015
ground_1429,111.2620956,-1.633787498,111.2710858,-1.633786298,2015
ground_1430,111.2621018,-1.680832639,111.2710922,-1.680831404,2015
ground_1431,111.2621283,-1.869031061,111.2711197,-1.869029688,2015
ground_1432,111.206351,-1.586748685,111.2153411,-1.586747763,2015
ground_1433,111.2620896,-1.586742335,111.2710796,-1.58674117,2015
ground_1434,111.2621214,-1.821976968,111.2711125,-1.821975629,2015
ground_1435,111.2063557,-1.633794036,111.215346,-1.633793087,2015
ground_1436,111.3178517,-1.68082431,111.3268421,-1.680822817,2015
ground_1437,111.2621081,-1.727886803,111.2710988,-1.727885534,2015
ground_1438,111.3714796,-1.728058443,111.3806139,-1.727287626,2015
ground_1439,111.4828574,-1.666459967,111.4924767,-1.665896664,2015
ground_1440,111.5408171,-1.633722419,111.5496274,-1.634425665,2015
ground_1441,111.3181336,-1.586951558,111.3269977,-1.58678732,2015
ground_1442,111.5497855,-1.586685536,111.5408047,-1.58667887,2015
ground_1443,111.4829915,-1.548822846,111.4917565,-1.549128413,2015
ground_1444,111.4383819,-1.445208432,111.4293118,-1.445499679,2015
ground_1445,111.2356812,-1.625838334,111.2446714,-1.625837258,2015
ground_1446,111.4849262,-1.633736773,111.4916961,-1.635589733,2015
ground_1447,111.4924396,-1.586980524,111.5020946,-1.586589172,2015
ground_1448,111.5692598,-1.596043669,111.5607378,-1.597167828,2015
ground_1449,111.3177489,-1.539707629,111.3264601,-1.539778682,2015
ground_1450,111.5496563,-1.539569692,111.54135,-1.539725627,2015
ground_1451,111.5471992,-1.491748756,NA,NA,2015
ground_1452,111.4953234,-1.460485942,111.4856778,-1.46001762,2015
ground_1453,113.4377597,-2.688565015,113.4469006,-2.688447197,2015
ground_1454,113.5617547,-2.572423697,113.5707413,-2.572405516,2015
ground_1455,113.5619913,-2.688309181,113.568623,-2.687789038,2015
ground_1456,113.6847252,-1.992875607,113.69386,-1.992833483,2015
ground_1457,113.3260021,-2.920578438,113.3259505,-2.921717537,2015
ground_1458,113.8191248,-2.57187783,113.81014,-2.571897765,2015
ground_1459,113.8096739,-2.45488863,113.818876,-2.456025771,2015
ground_1460,113.9432968,-2.571595809,113.9340341,-2.571463666,2015
ground_1461,113.5715032,-2.920085842,113.5725996,-2.919965826,2015
ground_1462,113.4374633,-2.456888974,113.4464142,-2.456926749,2015
ground_1463,113.9430394,-2.45683165,113.9338379,-2.455550938,2015
ground_1464,113.9427894,-2.339916901,113.933932,-2.339565127,2015
ground_1465,113.5702979,-2.340626465,113.5613759,-2.340769423,2015
ground_1466,113.8103816,-2.68779571,113.8197179,-2.68789153,2015
ground_1467,113.9345929,-2.68749278,113.9436401,-2.68731728,2015
ground_1468,113.8186387,-2.340173486,113.8096554,-2.340191623,2015
ground_1469,113.6857076,-2.456292682,113.6674495,-2.456130655,2015
ground_1470,113.6944747,-2.340419047,113.6856964,-2.340074502,2015
ground_1471,113.6939282,-2.10868069,113.6852149,-2.108722954,2015
ground_1472,113.5609756,-2.108870404,113.5701571,-2.10891844,2015
ground_1473,113.6942588,-2.224554379,113.6854828,-2.225013302,2015
ground_1474,112.3751681,1.05072961,112.3842615,1.050725568,2015
ground_1475,112.3553677,1.017996371,112.3644971,1.018064853,2015
ground_1476,112.3746279,0.962517222,112.3835415,0.962667352,2015
ground_1477,112.3745059,0.926266236,112.3834642,0.926262727,2015
ground_1478,112.3183666,0.930719699,112.3274959,0.930571534,2015
ground_1479,112.3524704,1.071859069,112.3626681,1.069222508,2015
ground_1480,112.3616132,1.040307033,112.3518097,1.039967575,2015
ground_1481,112.3789442,1.035107828,112.3892507,1.035030943,2015
ground_1482,112.3836118,0.980783725,112.3753093,0.980922839,2015
ground_1483,112.3833583,0.883834373,112.3934667,0.884192353,2015
ground_1484,112.2960273,0.927471848,112.2875,0.927583521,2015
ground_1485,112.2861872,1.262773134,112.2953985,1.26271426,2015
ground_1486,112.315492,1.243718918,112.324766,1.243705204,2015
ground_1487,112.3554912,1.262629154,112.3464957,1.26257959,2015
ground_1488,112.3248654,1.262645044,112.3157083,1.26297534,2015
ground_1489,112.2809118,1.243627498,112.2899073,1.243623089,2015
ground_1490,112.3048529,1.089653134,112.3140094,1.089151659,2014
ground_1491,112.2557133,1.243766316,112.2644747,1.605238165,2014
ground_1492,112.290485,1.112470783,112.290485,1.112470783,2014
ground_1493,112.2426391,1.227545579,112.2336706,1.227947746,2014
ground_1494,112.2501492,1.120158518,112.2400397,1.120452286,2014
ground_1495,112.2494998,1.216498284,112.2524203,1.216162252,2014
ground_1496,112.2602423,1.123808378,112.2707383,1.123894251,2014
ground_1497,112.2297706,1.20877378,112.2184209,1.209828175,2014
ground_1498,113.1947475,0.894452398,113.1845987,0.894458496,2015
ground_1499,113.2327557,0.894799966,113.242967,0.894793693,2015
ground_1500,113.1901307,0.893677681,113.1976929,0.893673132,2015
ground_1501,113.1945856,0.894063749,113.1827304,0.894070866,2015
ground_1502,113.1475676,0.892934513,113.137176,0.892940611,2015
ground_1503,113.1475142,0.89370302,113.1387842,0.89370815,2015
ground_1504,113.1960859,0.894804176,113.1870239,0.894818668,2015
ground_1505,113.1809786,0.893303455,113.1890617,0.893298615,2015
ground_1506,114.4350815,-2.151686333,NA,NA,2004
ground_1507,114.4350815,-2.151686333,NA,NA,2014
ground_1508,113.1751973,-0.76678183,113.1746316,-0.766935812,2014
ground_1509,112.0757857,1.386860805,112.0931117,1.393307692,2002
ground_1510,112.0731666,1.395725275,112.0931117,1.393307692,2002
ground_1511,112.0931117,1.393307692,112.117489,1.392098901,2002
ground_1512,112.1549615,1.388472527,112.1452912,1.369131864,2002
ground_1513,112.1340091,1.375981682,112.134412,1.363692303,2002
ground_1514,112.1372326,1.367117212,112.1622142,1.362080581,2002
ground_1515,112.1273608,1.343747245,112.1360238,1.328637352,2002
ground_1516,112.1203095,1.369333329,112.1154743,1.347172154,2002
ground_1517,114.4645833,-2.154566667,114.46485,-2.16755,2014
ground_1518,114.4428833,-2.15105,114.4435333,-2.138066667,2014
ground_1519,114.4537,-2.153066667,114.4533167,-2.167933333,2014
ground_1520,114.4686667,-2.15335,114.4690333,-2.138733333,2014
ground_1521,114.4429667,-2.15305,114.4421167,-2.163333333,2014
ground_1522,114.4687,-2.153583333,114.4690333,-2.167583333,2014
ground_1523,114.4573167,-2.152883333,114.4581,-2.139116667,2014
ground_1524,114.4648833,-2.152733333,114.4652167,-2.139833333,2014
ground_1525,114.4536,-2.1525,114.45395,-2.13875,2014
ground_1526,114.4464667,-2.15355,114.4462667,-2.166933333,2014
ground_1527,114.4575,-2.153483333,114.4467167,-2.138516667,2014
ground_1528,114.4466,-2.15215,114.4467167,-2.138516667,2014
ground_1529,118.3583333,5.625,NA,NA,2001
ground_1530,118.3671389,5.648333333,NA,NA,2001
ground_1531,118.3653056,5.656111111,NA,NA,2001
ground_1532,118.3558333,5.621388889,NA,NA,2001
ground_1533,118.235,5.503333333,NA,NA,2001
ground_1534,118.0980556,5.448611111,NA,NA,2001
ground_1535,117.8641667,5.479166667,NA,NA,2001
ground_1536,117.6907222,5.4625,NA,NA,2001
ground_1537,118.0333333,5.538888889,NA,NA,1999
ground_1538,118.3033333,5.524166667,NA,NA,1999
ground_1539,118.30675,5.505,NA,NA,1999
ground_1540,118.3040556,5.503333333,NA,NA,1999
ground_1541,118.3065833,5.505277778,NA,NA,1999
ground_1542,118.0333333,5.538888889,NA,NA,1999
ground_1543,118.3033333,5.524166667,NA,NA,1999
ground_1544,118.30675,5.505,NA,NA,1999
ground_1545,118.3040556,5.503333333,NA,NA,1999
ground_1546,118.3065833,5.505277778,NA,NA,1999
ground_1547,118.37025,5.631944444,NA,NA,1999
ground_1548,118.3705,5.631944444,NA,NA,1999
ground_1549,118.3702778,5.632777778,NA,NA,1999
ground_1550,118.37025,5.631944444,NA,NA,1999
ground_1551,118.3705,5.631944444,NA,NA,1999
ground_1552,118.3702778,5.632777778,NA,NA,1999
ground_1553,118.3043889,5.555833333,NA,NA,1999
ground_1554,118.3108333,5.649444444,NA,NA,1999
ground_1555,118.2989167,5.547777778,NA,NA,1999
ground_1556,118.2944167,5.54,NA,NA,1999
ground_1557,118.3073333,5.546388889,NA,NA,1999
ground_1558,118.3013889,5.541111111,NA,NA,1999
ground_1559,118.2944167,5.54,NA,NA,1999
ground_1560,118.3108333,5.649444444,NA,NA,1999
ground_1561,118.3043889,5.555833333,NA,NA,1999
ground_1562,118.3013889,5.541111111,NA,NA,1999
ground_1563,118.2989167,5.547777778,NA,NA,1999
ground_1564,118.3073333,5.546388889,NA,NA,1999
ground_1565,118.3108333,5.649444444,NA,NA,2000
ground_1566,118.3013889,5.541111111,NA,NA,2000
ground_1567,118.3073333,5.546388889,NA,NA,2000
ground_1568,118.2989167,5.547777778,NA,NA,2000
ground_1569,118.2944167,5.54,NA,NA,2000
ground_1570,118.3043889,5.555833333,NA,NA,2000
ground_1571,118.3108333,5.649444444,NA,NA,2000
ground_1572,118.3043889,5.555833333,NA,NA,2000
ground_1573,118.2944167,5.54,NA,NA,2000
ground_1574,118.3013889,5.541111111,NA,NA,2000
ground_1575,118.3073333,5.546388889,NA,NA,2000
ground_1576,118.2989167,5.547777778,NA,NA,2000
ground_1577,118.2989167,5.547777778,NA,NA,2002
ground_1578,118.3073333,5.546388889,NA,NA,2002
ground_1579,118.3043889,5.555833333,NA,NA,2002
ground_1580,118.3013889,5.541111111,NA,NA,2002
ground_1581,118.2944167,5.54,NA,NA,2002
ground_1582,117.2455556,4.614722222,NA,NA,2002
ground_1583,117.2455556,4.614722222,NA,NA,2002
ground_1584,117.27,4.59,NA,NA,2002
ground_1585,117.1952778,4.614722222,NA,NA,2002
ground_1586,117.16,4.571388889,NA,NA,2002
ground_1587,117.1719444,4.598055556,NA,NA,2002
ground_1588,115.6763889,4.576388889,NA,NA,2002
ground_1589,117.3077778,5.328888889,NA,NA,2002
ground_1590,117.5763889,5.3375,NA,NA,2002
ground_1591,117.4780556,5.375833333,NA,NA,2002
ground_1592,117.4652778,5.437777778,NA,NA,2002
ground_1593,117.4163889,5.366111111,NA,NA,2002
ground_1594,117.3494444,5.439444444,NA,NA,2002
ground_1595,117.4938889,5.336111111,NA,NA,2002
ground_1596,117.5227778,5.355833333,NA,NA,2002
ground_1597,117.4661111,5.320833333,NA,NA,2002
ground_1598,117.4828333,4.857333333,NA,NA,2001
ground_1599,117.4825,4.856333333,NA,NA,2001
ground_1600,117.4943333,4.803,NA,NA,2001
ground_1601,117.4553333,4.821,NA,NA,2001
ground_1602,117.4858333,4.868,NA,NA,2001
ground_1603,117.4921667,4.8795,NA,NA,2001
ground_1604,117.4921667,4.8795,NA,NA,2001
ground_1605,117.4921667,4.8795,NA,NA,2001
